t,s_mm_fore,s_mm_hind,beta_deg_fore,beta_deg_hind,alpha_deg_fore,alpha_deg_hind,d_mm_fore,d_mm_hind
0.68,-15.560558599154174,-16.798002414422857,79.82563776788422,67.08442799000254,93.89706267365013,38.50005502885261,-0.34994805281304653,-0.07330938461823797
0.7000000000000001,-16.006035945744674,-15.955632066733067,69.16426679253357,57.997081713980414,101.46741204087435,-18.069177133772815,-0.41308213038913416,-0.20404698667654975
0.72,-16.171346588931424,-15.292264061732908,58.53257944033471,50.972246426278545,100.05529969596589,-29.183377213480536,-0.5027570275362103,-0.266277409349366
0.74,-15.938772085994149,-14.147199473385985,49.7387693259827,48.04087123971056,87.86418790280105,-26.669385949489232,-0.6583950575957404,-0.18157468287991388
0.76,-15.734454448824048,-12.901237982756006,41.841342142889864,45.079574227029475,62.60072998955877,-24.155394685497928,-0.7776867393634364,0.28551907404362736
0.78,-15.386373502522586,-11.099690358771202,33.732199213412464,44.27446320045774,36.51469883308983,-22.98415854865525,-0.7128246727525266,0.8109620297596603
0.8,-14.726716585919837,-9.106467263555972,26.67625530759635,41.175296925456074,17.58901758901872,-22.224777133152656,-0.44513061598537595,1.172857947370285
0.8200000000000001,-13.605764880080205,-6.9653758681918685,23.500727833031263,35.45348951526968,2.168203052530074,-22.224777133152656,-0.1482828235370585,1.480953137364569
0.84,-12.2699739541224,-4.475323038358735,21.747939310308226,26.808170686731984,-8.846823132031318,-22.241556346921413,0.02524717870309412,1.2963807429562446
0.86,-10.65131879611487,-1.423306094262782,19.77342641229544,20.474621911329443,-16.14467097987904,-22.258948739313823,0.050615963681937874,0.975959246553659
0.88,-8.766195550261338,1.3030116481766507,18.108815903968367,14.872620339703913,-19.338990035108974,-21.284833867293187,-0.04505230035603074,0.4963970842475928
0.9,-6.7182912495657385,4.312499434449041,16.86787789305496,13.9568475145609,-21.625817878577386,-20.09144817390748,-0.21365151707467217,0.1381553489499466
0.92,-4.568876692892358,7.363385516512234,17.58301625894442,16.302696931520863,-22.3298332588956,-19.125524940968564,-0.3969329302420255,-0.014284689891123064
