t, Fz
0, -0.6160714285714279
0.019999999999999962, -0.09479016372292381
0.03999999999999998, 0.17275166054072733
0.06, 0.264067124137799
0.07999999999999996, 0.27828205881562695
0.09999999999999998, 0.3321811669875747
0.12, 0.596751983936815
0.14, 1.0033690574501444
0.15999999999999992, 1.1362424309412749
0.18000000000000005, 0.9228634289796713
0.19999999999999996, 0.74231943972302
0.21999999999999997, 0.9960672808649687
0.24, 2.1804666296604656
0.2599999999999999, 3.259235205156525
0.2799999999999999, 3.431197946444818
0.2999999999999998, 3.3041665379152105
0.31999999999999984, 2.90673020688351
0.33999999999999997, 2.8432990922239827
0.36, 3.045233310782379
0.38, 3.1881509521774225
0.3999999999999999, 3.216334677345492
0.41999999999999993, 3.186199355031258
0.44000000000000006, 3.063429044171185
0.4600000000000001, 2.7866319198796043
0.4800000000000001, 2.3925273574489174
0.5, 2.034307724555908
0.52, 1.822694383847323
0.54, 1.7235768354394834
0.56, 1.586004956523694
0.5800000000000001, 1.3140700193457584
0.6000000000000002, 0.97738831734448
0.6200000000000002, 0.6083475131912226
0.6400000000000002, 0.2618947855914584
0.6600000000000003, -0.11445743199760017
0.6800000000000003, -0.6953040307102372
0.7000000000000003, -0.8751696289042856
0.7200000000000003, -0.6864820547117478
0.7400000000000003, -0.36061506545809596
0.7600000000000001, -0.19163431593085445
0.7800000000000001, -0.01149552897172601
0.8000000000000004, 0.20694850595891934
0.8200000000000004, 0.2041337132998775
0.8400000000000004, -0.08671533820304411
0.8600000000000004, -0.6500795691951922
0.8800000000000004, -0.4487063161384377
0.9000000000000005, -0.3585519762109515
0.9200000000000005, -0.36433092716221527
0.9400000000000005, -0.19552313141329236
0.9600000000000003, -0.07361256746696032
0.9800000000000003, 0.029101295559701867
1, 0.16863153203659165
1.02, 0.32360558704790154
1.04, 0.40098107117866677
1.0600000000000005, 0.3330684431284645
1.0800000000000005, 0.2500815144397257
1.1000000000000005, 0.23949513318232452
1.1200000000000006, 0.3505787686029187
1.1400000000000006, 0.739488611367745
1.1600000000000006, 1.1123055724909006
1.1800000000000002, 0.9272515323707013
1.2000000000000002, 0.953915149188755
1.2200000000000002, 1.3879663974038507
1.2400000000000002, 2.031584170952753
1.2600000000000007, 2.5986505207001045
1.2800000000000007, 2.474296198751381
1.3000000000000007, 2.3099281209200098
1.3200000000000003, 2.340569508418474
1.3400000000000007, 2.4621467992432287
1.3600000000000008, 2.4957024128760708
1.3800000000000003, 2.387955096608098
1.4000000000000008, 2.2871977182392413
1.4200000000000004, 2.078979381249955
1.4400000000000008, 1.8484558292929942
1.4600000000000004, 1.4611192173545557
1.4800000000000009, 0.8895249238373841
1.5000000000000004, 0.21485004594179768
1.520000000000001, -0.3452309924427519
1.5400000000000005, -0.5991133086769311
1.560000000000001, -0.5070879176408551
1.580000000000001, -0.2463775385161444
1.6000000000000005, -0.015111126418865695
1.620000000000001, 0.14161049301433826
1.640000000000001, 0.2073856734282571
1.660000000000001, 0.14529074595085723
1.680000000000001, 0.011997011353919618
1.700000000000001, -0.10918831859123568
1.7200000000000006, -0.035876796954236845
1.740000000000001, 0.12954522481673214
1.7600000000000007, 0.26115459134599117
1.7800000000000011, 0.2331352783917553
1.8000000000000012, -0.0163532186690718
1.8200000000000012, -0.3085094034499827
1.8400000000000012, -0.3221139540747009
1.8600000000000012, -0.23671675428756878
1.8800000000000012, -0.2935590410954063
1.9000000000000008, -0.3751725419669123
1.9200000000000013, -0.40803321207415966
1.9400000000000008, -0.3908377818186146
1.9600000000000013, -0.3162956670846704
1.9800000000000009, -0.19036248760222652
2.0000000000000013, -0.026866782862855487
2.0200000000000014, 0.09596620370613618
2.0400000000000014, 0.1468012877170901
2.0600000000000014, 0.18160189092529233
2.0800000000000014, 0.08554870075929522
2.1000000000000014, 0.10755312762851954
2.120000000000001, 0.18392573539780122
2.1400000000000015, 0.368216504847946
2.160000000000001, 0.6472898869889945
2.1800000000000015, 0.905241945586007
2.2000000000000015, 1.1702039559875694
2.2200000000000015, 1.6595330005521598
2.2400000000000015, 2.364060586547355
2.2600000000000016, 2.6839966313614774
2.2800000000000016, 2.5525983025777497
2.300000000000001, 2.5193700967020383
2.3200000000000016, 2.689668366679382
2.340000000000001, 2.9407675305429057
2.3600000000000017, 2.986651861272599
2.3800000000000012, 2.734487076033367
2.4000000000000017, 2.1878449773161504
2.4200000000000017, 1.749132425477144
2.4400000000000017, 1.3933936510127154
2.4600000000000017, 0.9966539017764013
2.4800000000000018, 0.6315134605398733
2.5000000000000018, 0.5776764753557639
2.5200000000000014, 0.22745855703395668
2.540000000000002, -0.06525496079302595
2.5600000000000014, -0.16664989314809642
2.580000000000002, -0.03546453874664568
2.6000000000000014, 0.17753347986665435
2.620000000000002, 0.32124626372319876
2.640000000000002, 0.21145554398856348
2.660000000000002, -0.1659522489558718
2.680000000000002, -0.5125785532583107
2.7000000000000015, -0.5976372318400314
2.720000000000002, -0.4914702102070354
2.7400000000000015, -0.3712697164693797
2.760000000000002, -0.2207107600889966
2.7800000000000016, 0.06804231094960933
2.800000000000002, 0.48101755871618
2.820000000000002, 0.7755389962870676
2.840000000000002, 0.5253657469648085
2.860000000000002, -0.2492085463564102
2.8800000000000017, -0.7287628637733503
2.900000000000002, -0.5159684191096412
2.9200000000000017, -0.26174605721913746
