t, Fz
2.940000000000002, -0.3621308143559885
2.9600000000000017, -0.39700165745578353
2.980000000000002, -0.3097009140418745
3.0000000000000018, -0.1669044573484859
3.020000000000002, -0.006033122049426964
3.0400000000000023, 0.1347058347267378
3.0600000000000023, 0.20247365883558865
3.080000000000002, 0.18113383991942378
3.1000000000000023, 0.11198118002090851
3.1200000000000023, 0.013460687728525933
3.140000000000002, 0.09272566008857552
3.160000000000002, 0.38498511084134934
3.1800000000000024, 0.8649925069124
3.2000000000000024, 0.8384801442235545
3.220000000000002, 0.9500327437975384
3.2400000000000024, 2.2159267320861655
3.2600000000000025, 3.2229181983172217
3.280000000000002, 3.727961727112365
3.300000000000002, 3.7185703777094865
3.3200000000000025, 3.81891800185608
3.3400000000000025, 3.9206052627563244
3.360000000000002, 3.794895430153926
3.380000000000002, 3.2438852412869714
3.4000000000000026, 2.509689698906308
3.4200000000000026, 2.67543347932129
3.440000000000002, 2.9892019742291014
3.4600000000000026, 2.8704289431422123
3.4800000000000026, 2.513014829053544
3.500000000000002, 2.2619168693477762
3.5200000000000022, 2.186038290711135
3.5400000000000027, 1.917397569117436
3.5600000000000027, 1.4213992349370255
3.5800000000000023, 0.9387318628187167
3.6000000000000023, 0.590784618191083
3.6200000000000028, 0.41427267862279304
3.6400000000000032, 0.15533668105236975
3.660000000000003, 0.038013695417089544
3.6800000000000033, -0.04452655880005807
3.700000000000003, -0.0842318546984524
3.7200000000000033, -0.19475845870823072
3.740000000000002, -0.3033690233706805
3.7600000000000033, -0.37498962891651466
3.780000000000003, -0.3465173925015197
3.8000000000000034, -0.3339864155839294
3.820000000000002, -0.5564262090208318
3.8400000000000025, -0.9271502890478454
3.860000000000003, -0.9315020233746427
3.8800000000000034, -0.8901961218375725
3.900000000000003, -0.8101776383432959
3.9200000000000026, -0.7493909337084927
3.940000000000003, -0.6875555057854204
3.9600000000000035, -0.621546010182568
3.980000000000003, -0.5696782614525926
4.000000000000002, -0.4945257434376904
4.020000000000002, -0.3420172180797172
4.040000000000002, -0.09104151168878971
4.0600000000000005, 0.21864667184186048
4.080000000000001, 0.6784733752092276
4.1000000000000005, 1.0830745009644818
4.119999999999999, 1.1500970062425244
4.14, 1.0420570217548857
4.159999999999999, 0.9751978840472595
4.179999999999998, 0.970304037451891
4.199999999999998, 1.050712665570979
4.219999999999998, 1.2562247149199153
4.239999999999997, 2.1343801421237547
4.259999999999997, 2.5418876012919056
4.279999999999997, 2.580194164720328
4.299999999999995, 2.4072518243011674
4.319999999999996, 2.303318109146991
4.339999999999995, 2.5432933608598742
4.359999999999994, 2.6138811667069914
4.379999999999995, 2.622740227339001
4.399999999999994, 2.615274844636888
4.419999999999994, 2.5536075949974606
4.439999999999993, 2.408668017536651
4.459999999999993, 2.1982647473786816
4.479999999999992, 1.9057136482520542
4.499999999999992, 1.472249372674833
4.519999999999992, 1.0842116331026128
4.539999999999991, 0.9355237339183251
4.559999999999991, 0.7882297244702543
4.57999999999999, 0.7155453254182564
4.59999999999999, 0.45721269942377596
4.619999999999989, 0.18811678159906453
4.639999999999989, 0.14061654994913653
4.659999999999989, 0.19205268890392757
4.679999999999987, 0.12330595211697082
4.699999999999988, -0.12202599859278873
4.719999999999987, -0.435122230294855
4.739999999999986, -0.5776002922465624
4.7599999999999865, -0.34306128475237063
4.779999999999986, -0.1312897760194618
4.799999999999985, -0.05297896966031246
4.819999999999985, -0.12433111987255341
4.839999999999985, -0.35363397741019487
4.8599999999999834, -0.7073604678495435
4.879999999999984, -0.6171246439878466
4.8999999999999835, -0.21447711745786524
4.919999999999982, 0.05388063913335728
4.939999999999983, 0.18389912494394922
4.959999999999982, 0.27345813204848346
4.979999999999981, 0.4084405389522887
5.002152389151958, 0.49107142857142927
